sensor_temp_c,time_utc,channel,par_uV,logger,par_umolm2s,structure
32.5,2023-08-10 10:45:00,9,326250,3,1631.25,1
32.5,2023-08-10 10:45:00,10,335218,3,1676.09,1
32.5,2023-08-10 10:45:00,11,283687,3,1418.435,1
32.5,2023-08-10 10:45:00,12,44000,3,220,1
32.5,2023-08-10 10:46:00,1,332687,3,1663.435,1
32.5,2023-08-10 10:46:00,2,340468,3,1702.34,1
32.5,2023-08-10 10:46:00,3,320343,3,1601.715,1
32.5,2023-08-10 10:46:00,4,36218,3,181.09,1
32.5,2023-08-10 10:46:00,5,328281,3,1641.405,1
32.5,2023-08-10 10:46:00,6,335062,3,1675.31,1
32.5,2023-08-10 10:46:00,7,205000,3,1025,1
32.5,2023-08-10 10:46:00,8,28062,3,140.31,1
32.5,2023-08-10 10:46:00,9,326156,3,1630.78,1
32.5,2023-08-10 10:46:00,10,335062,3,1675.31,1
32.5,2023-08-10 10:46:00,11,222718,3,1113.59,1
32.5,2023-08-10 10:46:00,12,32093,3,160.465,1
32.5,2023-08-10 10:47:00,1,333812,3,1669.06,1
32.5,2023-08-10 10:47:00,2,340875,3,1704.375,1
32.5,2023-08-10 10:47:00,3,320437,3,1602.185,1
32.5,2023-08-10 10:47:00,4,29875,3,149.375,1
32.5,2023-08-10 10:47:00,5,328750,3,1643.75,1
32.5,2023-08-10 10:47:00,6,336125,3,1680.625,1
32.5,2023-08-10 10:47:00,7,205812,3,1029.06,1
32.5,2023-08-10 10:47:00,8,28093,3,140.465,1
32.5,2023-08-10 10:47:00,9,326687,3,1633.435,1
32.5,2023-08-10 10:47:00,10,336406,3,1682.03,1
32.5,2023-08-10 10:47:00,11,211625,3,1058.125,1
32.5,2023-08-10 10:47:00,12,44593,3,222.965,1
32.5,2023-08-10 10:48:00,1,333531,3,1667.655,1
32.5,2023-08-10 10:48:00,2,341437,3,1707.185,1
32.5,2023-08-10 10:48:00,3,320968,3,1604.84,1
32.5,2023-08-10 10:48:00,4,29406,3,147.03,1
32.5,2023-08-10 10:48:00,5,328531,3,1642.655,1
32.5,2023-08-10 10:48:00,6,335750,3,1678.75,1
32.5,2023-08-10 10:48:00,7,137218,3,686.09,1
32.5,2023-08-10 10:48:00,8,28093,3,140.465,1
32.5,2023-08-10 10:48:00,9,326937,3,1634.685,1
32.5,2023-08-10 10:48:00,10,336500,3,1682.5,1
32.5,2023-08-10 10:48:00,11,293562,3,1467.81,1
32.5,2023-08-10 10:48:00,12,40656,3,203.28,1
32.5,2023-08-10 10:49:00,1,334281,3,1671.405,1
32.5,2023-08-10 10:49:00,2,342093,3,1710.465,1
32.5,2023-08-10 10:49:00,3,321625,3,1608.125,1
32.5,2023-08-10 10:49:00,4,30625,3,153.125,1
32.5,2023-08-10 10:49:00,5,329437,3,1647.185,1
32.5,2023-08-10 10:49:00,6,337281,3,1686.405,1
32.5,2023-08-10 10:49:00,7,155812,3,779.06,1
32.5,2023-08-10 10:49:00,8,28125,3,140.625,1
32.5,2023-08-10 10:49:00,9,326656,3,1633.28,1
32.5,2023-08-10 10:49:00,10,336687,3,1683.435,1
32.5,2023-08-10 10:49:00,11,70218,3,351.09,1
32.5,2023-08-10 10:49:00,12,44375,3,221.875,1
32.5,2023-08-10 10:50:00,1,334531,3,1672.655,1
32.5,2023-08-10 10:50:00,2,342343,3,1711.715,1
32.5,2023-08-10 10:50:00,3,321468,3,1607.34,1
32.5,2023-08-10 10:50:00,4,30218,3,151.09,1
32.5,2023-08-10 10:50:00,5,329750,3,1648.75,1
32.5,2023-08-10 10:50:00,6,336687,3,1683.435,1
32.5,2023-08-10 10:50:00,7,106406,3,532.03,1
32.5,2023-08-10 10:50:00,8,28125,3,140.625,1
32.5,2023-08-10 10:50:00,9,327125,3,1635.625,1
32.5,2023-08-10 10:50:00,10,336625,3,1683.125,1
32.5,2023-08-10 10:50:00,11,217062,3,1085.31,1
32.5,2023-08-10 10:50:00,12,34375,3,171.875,1
32.75,2023-08-10 10:51:00,1,333437,3,1667.185,1
32.75,2023-08-10 10:51:00,2,342250,3,1711.25,1
32.75,2023-08-10 10:51:00,3,321218,3,1606.09,1
32.75,2023-08-10 10:51:00,4,45812,3,229.06,1
32.75,2023-08-10 10:51:00,5,329375,3,1646.875,1
32.75,2023-08-10 10:51:00,6,336875,3,1684.375,1
32.75,2023-08-10 10:51:00,7,299187,3,1495.935,1
32.75,2023-08-10 10:51:00,8,31156,3,155.78,1
32.75,2023-08-10 10:51:00,9,326656,3,1633.28,1
32.75,2023-08-10 10:51:00,10,336093,3,1680.465,1
32.75,2023-08-10 10:51:00,11,248250,3,1241.25,1
32.75,2023-08-10 10:51:00,12,34906,3,174.53,1
32.75,2023-08-10 10:52:00,1,334625,3,1673.125,1
32.75,2023-08-10 10:52:00,2,342406,3,1712.03,1
32.75,2023-08-10 10:52:00,3,321281,3,1606.405,1
32.75,2023-08-10 10:52:00,4,119000,3,595,1
32.75,2023-08-10 10:52:00,5,329906,3,1649.53,1
32.75,2023-08-10 10:52:00,6,336937,3,1684.685,1
32.75,2023-08-10 10:52:00,7,340375,3,1701.875,1
32.75,2023-08-10 10:52:00,8,31531,3,157.655,1
32.75,2023-08-10 10:52:00,9,327187,3,1635.935,1
32.75,2023-08-10 10:52:00,10,336500,3,1682.5,1
32.75,2023-08-10 10:52:00,11,332531,3,1662.655,1
32.75,2023-08-10 10:52:00,12,33593,3,167.965,1
32.75,2023-08-10 10:53:00,1,334875,3,1674.375,1
32.75,2023-08-10 10:53:00,2,342593,3,1712.965,1
32.75,2023-08-10 10:53:00,3,321437,3,1607.185,1
32.75,2023-08-10 10:53:00,4,110968,3,554.84,1
32.75,2023-08-10 10:53:00,5,329937,3,1649.685,1
32.75,2023-08-10 10:53:00,6,336937,3,1684.685,1
32.75,2023-08-10 10:53:00,7,329406,3,1647.03,1
32.75,2023-08-10 10:53:00,8,28468,3,142.34,1
32.75,2023-08-10 10:53:00,9,327437,3,1637.185,1
32.75,2023-08-10 10:53:00,10,336875,3,1684.375,1
32.75,2023-08-10 10:53:00,11,333125,3,1665.625,1
32.75,2023-08-10 10:53:00,12,36187,3,180.935,1
32.75,2023-08-10 10:54:00,1,334718,3,1673.59,1
32.75,2023-08-10 10:54:00,2,343031,3,1715.155,1
32.75,2023-08-10 10:54:00,3,322187,3,1610.935,1
32.75,2023-08-10 10:54:00,4,86500,3,432.5,1
32.75,2023-08-10 10:54:00,5,330468,3,1652.34,1
32.75,2023-08-10 10:54:00,6,337718,3,1688.59,1
32.75,2023-08-10 10:54:00,7,263093,3,1315.465,1
32.75,2023-08-10 10:54:00,8,28718,3,143.59,1
32.75,2023-08-10 10:54:00,9,327468,3,1637.34,1
32.75,2023-08-10 10:54:00,10,337500,3,1687.5,1
32.75,2023-08-10 10:54:00,11,333406,3,1667.03,1
32.75,2023-08-10 10:54:00,12,37312,3,186.56,1
33,2023-08-10 10:55:00,1,335218,3,1676.09,1
33,2023-08-10 10:55:00,2,343062,3,1715.31,1
33,2023-08-10 10:55:00,3,322062,3,1610.31,1
33,2023-08-10 10:55:00,4,80875,3,404.375,1
33,2023-08-10 10:55:00,5,330187,3,1650.935,1
33,2023-08-10 10:55:00,6,337937,3,1689.685,1
33,2023-08-10 10:55:00,7,327125,3,1635.625,1
33,2023-08-10 10:55:00,8,38375,3,191.875,1
33,2023-08-10 10:55:00,9,328187,3,1640.935,1
33,2023-08-10 10:55:00,10,337687,3,1688.435,1
33,2023-08-10 10:55:00,11,333375,3,1666.875,1
33,2023-08-10 10:55:00,12,38625,3,193.125,1
33,2023-08-10 10:56:00,1,335250,3,1676.25,1
33,2023-08-10 10:56:00,2,343125,3,1715.625,1
33,2023-08-10 10:56:00,3,322468,3,1612.34,1
33,2023-08-10 10:56:00,4,30000,3,150,1
33,2023-08-10 10:56:00,5,330812,3,1654.06,1
33,2023-08-10 10:56:00,6,338343,3,1691.715,1
33,2023-08-10 10:56:00,7,205187,3,1025.935,1
33,2023-08-10 10:56:00,8,51875,3,259.375,1
33,2023-08-10 10:56:00,9,327343,3,1636.715,1
33,2023-08-10 10:56:00,10,337062,3,1685.31,1
33,2023-08-10 10:56:00,11,333625,3,1668.125,1
33,2023-08-10 10:56:00,12,29468,3,147.34,1
33,2023-08-10 10:57:00,1,335968,3,1679.84,1
33,2023-08-10 10:57:00,2,344187,3,1720.935,1
33,2023-08-10 10:57:00,3,323125,3,1615.625,1
33,2023-08-10 10:57:00,4,29468,3,147.34,1
33,2023-08-10 10:57:00,5,330750,3,1653.75,1
33,2023-08-10 10:57:00,6,338125,3,1690.625,1
33,2023-08-10 10:57:00,7,160531,3,802.655,1
33,2023-08-10 10:57:00,8,40093,3,200.465,1
33,2023-08-10 10:57:00,9,327562,3,1637.81,1
33,2023-08-10 10:57:00,10,337437,3,1687.185,1
33,2023-08-10 10:57:00,11,333812,3,1669.06,1
33,2023-08-10 10:57:00,12,30156,3,150.78,1
33,2023-08-10 10:58:00,1,335812,3,1679.06,1
33,2023-08-10 10:58:00,2,343937,3,1719.685,1
33,2023-08-10 10:58:00,3,322812,3,1614.06,1
33,2023-08-10 10:58:00,4,29437,3,147.185,1
33,2023-08-10 10:58:00,5,331093,3,1655.465,1
33,2023-08-10 10:58:00,6,337968,3,1689.84,1
33,2023-08-10 10:58:00,7,166156,3,830.78,1
33,2023-08-10 10:58:00,8,32562,3,162.81,1
33,2023-08-10 10:58:00,9,328125,3,1640.625,1
33,2023-08-10 10:58:00,10,337906,3,1689.53,1
33,2023-08-10 10:58:00,11,333625,3,1668.125,1
33,2023-08-10 10:58:00,12,30281,3,151.405,1
33,2023-08-10 10:59:00,1,336781,3,1683.905,1
33,2023-08-10 10:59:00,2,343718,3,1718.59,1
33,2023-08-10 10:59:00,3,322812,3,1614.06,1
33,2023-08-10 10:59:00,4,29406,3,147.03,1
33,2023-08-10 10:59:00,5,331125,3,1655.625,1
33,2023-08-10 10:59:00,6,338031,3,1690.155,1
33,2023-08-10 10:59:00,7,158656,3,793.28,1
33,2023-08-10 10:59:00,8,42500,3,212.5,1
33,2023-08-10 10:59:00,9,327718,3,1638.59,1
33,2023-08-10 10:59:00,10,337187,3,1685.935,1
33,2023-08-10 10:59:00,11,333312,3,1666.56,1
33,2023-08-10 10:59:00,12,40437,3,202.185,1
33,2023-08-10 11:00:00,1,336625,3,1683.125,1
33,2023-08-10 11:00:00,2,344718,3,1723.59,1
33,2023-08-10 11:00:00,3,323375,3,1616.875,1
33,2023-08-10 11:00:00,4,29250,3,146.25,1
33,2023-08-10 11:00:00,5,331656,3,1658.28,1
33,2023-08-10 11:00:00,6,338937,3,1694.685,1
33,2023-08-10 11:00:00,7,127843,3,639.215,1
33,2023-08-10 11:00:00,8,98218,3,491.09,1
33,2023-08-10 11:00:00,9,328656,3,1643.28,1
33,2023-08-10 11:00:00,10,338500,3,1692.5,1
33,2023-08-10 11:00:00,11,333812,3,1669.06,1
33,2023-08-10 11:00:00,12,37187,3,185.935,1
33,2023-08-10 11:01:00,1,337187,3,1685.935,1
33,2023-08-10 11:01:00,2,345125,3,1725.625,1
33,2023-08-10 11:01:00,3,323812,3,1619.06,1
33,2023-08-10 11:01:00,4,56406,3,282.03,1
33,2023-08-10 11:01:00,5,332718,3,1663.59,1
33,2023-08-10 11:01:00,6,339218,3,1696.09,1
33,2023-08-10 11:01:00,7,75906,3,379.53,1
33,2023-08-10 11:01:00,8,50843,3,254.215,1
33,2023-08-10 11:01:00,9,329000,3,1645,1
33,2023-08-10 11:01:00,10,337875,3,1689.375,1
33,2023-08-10 11:01:00,11,334218,3,1671.09,1
33,2023-08-10 11:01:00,12,29593,3,147.965,1
33,2023-08-10 11:02:00,1,337343,3,1686.715,1
33,2023-08-10 11:02:00,2,344906,3,1724.53,1
33,2023-08-10 11:02:00,3,323375,3,1616.875,1
33,2023-08-10 11:02:00,4,37125,3,185.625,1
33,2023-08-10 11:02:00,5,331562,3,1657.81,1
33,2023-08-10 11:02:00,6,338968,3,1694.84,1
33,2023-08-10 11:02:00,7,81718,3,408.59,1
33,2023-08-10 11:02:00,8,29062,3,145.31,1
33,2023-08-10 11:02:00,9,328906,3,1644.53,1
33,2023-08-10 11:02:00,10,338625,3,1693.125,1
33,2023-08-10 11:02:00,11,333968,3,1669.84,1
33,2023-08-10 11:02:00,12,38125,3,190.625,1
33.25,2023-08-10 11:03:00,1,336281,3,1681.405,1
33.25,2023-08-10 11:03:00,2,345000,3,1725,1
33.25,2023-08-10 11:03:00,3,294593,3,1472.965,1
33.25,2023-08-10 11:03:00,4,30406,3,152.03,1
33.25,2023-08-10 11:03:00,5,332812,3,1664.06,1
33.25,2023-08-10 11:03:00,6,339187,3,1695.935,1
33.25,2023-08-10 11:03:00,7,341968,3,1709.84,1
33.25,2023-08-10 11:03:00,8,46875,3,234.375,1
33.25,2023-08-10 11:03:00,9,328718,3,1643.59,1
33.25,2023-08-10 11:03:00,10,338812,3,1694.06,1
33.25,2023-08-10 11:03:00,11,334093,3,1670.465,1
33.25,2023-08-10 11:03:00,12,89187,3,445.935,1
33.25,2023-08-10 11:04:00,1,337000,3,1685,1
33.25,2023-08-10 11:04:00,2,345062,3,1725.31,1
33.25,2023-08-10 11:04:00,3,133875,3,669.375,1
33.25,2023-08-10 11:04:00,4,29312,3,146.56,1
33.25,2023-08-10 11:04:00,5,332250,3,1661.25,1
33.25,2023-08-10 11:04:00,6,339500,3,1697.5,1
33.25,2023-08-10 11:04:00,7,341937,3,1709.685,1
33.25,2023-08-10 11:04:00,8,28593,3,142.965,1
33.25,2023-08-10 11:04:00,9,328593,3,1642.965,1
33.25,2023-08-10 11:04:00,10,338718,3,1693.59,1
33.25,2023-08-10 11:04:00,11,334250,3,1671.25,1
33.25,2023-08-10 11:04:00,12,45218,3,226.09,1
33.25,2023-08-10 11:05:00,1,336750,3,1683.75,1
33.25,2023-08-10 11:05:00,2,345406,3,1727.03,1
33.25,2023-08-10 11:05:00,3,35281,3,176.405,1
33.25,2023-08-10 11:05:00,4,29281,3,146.405,1
33.25,2023-08-10 11:05:00,5,331937,3,1659.685,1
33.25,2023-08-10 11:05:00,6,339281,3,1696.405,1
33.25,2023-08-10 11:05:00,7,341937,3,1709.685,1
33.25,2023-08-10 11:05:00,8,48531,3,242.655,1
33.25,2023-08-10 11:05:00,9,328468,3,1642.34,1
33.25,2023-08-10 11:05:00,10,338312,3,1691.56,1
33.25,2023-08-10 11:05:00,11,334093,3,1670.465,1
33.25,2023-08-10 11:05:00,12,47281,3,236.405,1
33.25,2023-08-10 11:06:00,1,337656,3,1688.28,1
33.25,2023-08-10 11:06:00,2,346187,3,1730.935,1
33.25,2023-08-10 11:06:00,3,213781,3,1068.905,1
33.25,2023-08-10 11:06:00,4,29406,3,147.03,1
33.25,2023-08-10 11:06:00,5,332781,3,1663.905,1
33.25,2023-08-10 11:06:00,6,340031,3,1700.155,1
33.25,2023-08-10 11:06:00,7,342593,3,1712.965,1
33.25,2023-08-10 11:06:00,8,53468,3,267.34,1
33.25,2023-08-10 11:06:00,9,328781,3,1643.905,1
33.25,2023-08-10 11:06:00,10,338937,3,1694.685,1
33.25,2023-08-10 11:06:00,11,335125,3,1675.625,1
33.25,2023-08-10 11:06:00,12,67000,3,335,1
33.25,2023-08-10 11:07:00,1,337593,3,1687.965,1
33.25,2023-08-10 11:07:00,2,346093,3,1730.465,1
33.25,2023-08-10 11:07:00,3,39000,3,195,1
33.25,2023-08-10 11:07:00,4,29843,3,149.215,1
33.25,2023-08-10 11:07:00,5,332750,3,1663.75,1
33.25,2023-08-10 11:07:00,6,340031,3,1700.155,1
33.25,2023-08-10 11:07:00,7,342718,3,1713.59,1
33.25,2023-08-10 11:07:00,8,28625,3,143.125,1
33.25,2023-08-10 11:07:00,9,328750,3,1643.75,1
33.25,2023-08-10 11:07:00,10,338812,3,1694.06,1
33.25,2023-08-10 11:07:00,11,335187,3,1675.935,1
33.25,2023-08-10 11:07:00,12,40625,3,203.125,1
33.25,2023-08-10 11:08:00,1,337750,3,1688.75,1
33.25,2023-08-10 11:08:00,2,346468,3,1732.34,1
33.25,2023-08-10 11:08:00,3,32562,3,162.81,1
33.25,2023-08-10 11:08:00,4,29343,3,146.715,1
33.25,2023-08-10 11:08:00,5,332687,3,1663.435,1
33.25,2023-08-10 11:08:00,6,340406,3,1702.03,1
33.25,2023-08-10 11:08:00,7,342781,3,1713.905,1
33.25,2023-08-10 11:08:00,8,37250,3,186.25,1
33.25,2023-08-10 11:08:00,9,329062,3,1645.31,1
33.25,2023-08-10 11:08:00,10,339250,3,1696.25,1
33.25,2023-08-10 11:08:00,11,335250,3,1676.25,1
33.25,2023-08-10 11:08:00,12,51750,3,258.75,1
33.25,2023-08-10 11:09:00,1,337406,3,1687.03,1
33.25,2023-08-10 11:09:00,2,346968,3,1734.84,1
33.25,2023-08-10 11:09:00,3,67812,3,339.06,1
33.25,2023-08-10 11:09:00,4,29406,3,147.03,1
33.25,2023-08-10 11:09:00,5,333031,3,1665.155,1
33.25,2023-08-10 11:09:00,6,340343,3,1701.715,1
33.25,2023-08-10 11:09:00,7,342531,3,1712.655,1
33.25,2023-08-10 11:09:00,8,36031,3,180.155,1
33.25,2023-08-10 11:09:00,9,328750,3,1643.75,1
33.25,2023-08-10 11:09:00,10,338781,3,1693.905,1
33.25,2023-08-10 11:09:00,11,335343,3,1676.715,1
33.25,2023-08-10 11:09:00,12,120968,3,604.84,1
33.25,2023-08-10 11:10:00,1,337531,3,1687.655,1
33.25,2023-08-10 11:10:00,2,346875,3,1734.375,1
33.25,2023-08-10 11:10:00,3,45312,3,226.56,1
33.25,2023-08-10 11:10:00,4,29406,3,147.03,1
33.25,2023-08-10 11:10:00,5,333500,3,1667.5,1
33.25,2023-08-10 11:10:00,6,340062,3,1700.31,1
33.25,2023-08-10 11:10:00,7,342250,3,1711.25,1
33.25,2023-08-10 11:10:00,8,71562,3,357.81,1
33.25,2023-08-10 11:10:00,9,329375,3,1646.875,1
33.25,2023-08-10 11:10:00,10,339031,3,1695.155,1
33.25,2023-08-10 11:10:00,11,334531,3,1672.655,1
33.25,2023-08-10 11:10:00,12,188187,3,940.935,1
33.25,2023-08-10 11:11:00,1,338250,3,1691.25,1
33.25,2023-08-10 11:11:00,2,346500,3,1732.5,1
33.25,2023-08-10 11:11:00,3,31937,3,159.685,1
33.25,2023-08-10 11:11:00,4,29406,3,147.03,1
33.25,2023-08-10 11:11:00,5,333250,3,1666.25,1
33.25,2023-08-10 11:11:00,6,340343,3,1701.715,1
33.25,2023-08-10 11:11:00,7,342375,3,1711.875,1
33.25,2023-08-10 11:11:00,8,52218,3,261.09,1
33.25,2023-08-10 11:11:00,9,328687,3,1643.435,1
33.25,2023-08-10 11:11:00,10,339343,3,1696.715,1
33.25,2023-08-10 11:11:00,11,335218,3,1676.09,1
33.25,2023-08-10 11:11:00,12,310000,3,1550,1
33.25,2023-08-10 11:12:00,1,337687,3,1688.435,1
33.25,2023-08-10 11:12:00,2,346531,3,1732.655,1
33.25,2023-08-10 11:12:00,3,38937,3,194.685,1
33.25,2023-08-10 11:12:00,4,29406,3,147.03,1
33.25,2023-08-10 11:12:00,5,333562,3,1667.81,1
33.25,2023-08-10 11:12:00,6,340875,3,1704.375,1
33.25,2023-08-10 11:12:00,7,342250,3,1711.25,1
33.25,2023-08-10 11:12:00,8,28625,3,143.125,1
33.25,2023-08-10 11:12:00,9,329062,3,1645.31,1
33.25,2023-08-10 11:12:00,10,338843,3,1694.215,1
33.25,2023-08-10 11:12:00,11,334875,3,1674.375,1
33.25,2023-08-10 11:12:00,12,331281,3,1656.405,1
33.25,2023-08-10 11:13:00,1,338250,3,1691.25,1
33.25,2023-08-10 11:13:00,2,347125,3,1735.625,1
33.25,2023-08-10 11:13:00,3,34687,3,173.435,1
33.25,2023-08-10 11:13:00,4,29437,3,147.185,1
33.25,2023-08-10 11:13:00,5,333968,3,1669.84,1
33.25,2023-08-10 11:13:00,6,340593,3,1702.965,1
33.25,2023-08-10 11:13:00,7,342781,3,1713.905,1
33.25,2023-08-10 11:13:00,8,28625,3,143.125,1
33.25,2023-08-10 11:13:00,9,328625,3,1643.125,1
33.25,2023-08-10 11:13:00,10,338968,3,1694.84,1
33.25,2023-08-10 11:13:00,11,335531,3,1677.655,1
33.25,2023-08-10 11:13:00,12,331625,3,1658.125,1
33.25,2023-08-10 11:14:00,1,338781,3,1693.905,1
33.25,2023-08-10 11:14:00,2,347375,3,1736.875,1
33.25,2023-08-10 11:14:00,3,38000,3,190,1
33.25,2023-08-10 11:14:00,4,29468,3,147.34,1
33.25,2023-08-10 11:14:00,5,333687,3,1668.435,1
33.25,2023-08-10 11:14:00,6,341531,3,1707.655,1
33.25,2023-08-10 11:14:00,7,342375,3,1711.875,1
33.25,2023-08-10 11:14:00,8,28687,3,143.435,1
33.25,2023-08-10 11:14:00,9,329000,3,1645,1
33.25,2023-08-10 11:14:00,10,339312,3,1696.56,1
33.25,2023-08-10 11:14:00,11,335687,3,1678.435,1
33.25,2023-08-10 11:14:00,12,331562,3,1657.81,1
33.25,2023-08-10 11:15:00,1,338781,3,1693.905,1
33.25,2023-08-10 11:15:00,2,347562,3,1737.81,1
33.25,2023-08-10 11:15:00,3,74718,3,373.59,1
33.25,2023-08-10 11:15:00,4,29500,3,147.5,1
33.25,2023-08-10 11:15:00,5,333812,3,1669.06,1
33.25,2023-08-10 11:15:00,6,341500,3,1707.5,1
33.25,2023-08-10 11:15:00,7,342250,3,1711.25,1
33.25,2023-08-10 11:15:00,8,28656,3,143.28,1
33.25,2023-08-10 11:15:00,9,329406,3,1647.03,1
33.25,2023-08-10 11:15:00,10,339656,3,1698.28,1
33.25,2023-08-10 11:15:00,11,336000,3,1680,1
33.25,2023-08-10 11:15:00,12,331875,3,1659.375,1
33.25,2023-08-10 11:16:00,1,338750,3,1693.75,1
33.25,2023-08-10 11:16:00,2,347281,3,1736.405,1
33.25,2023-08-10 11:16:00,3,40875,3,204.375,1
33.25,2023-08-10 11:16:00,4,37906,3,189.53,1
33.25,2023-08-10 11:16:00,5,333718,3,1668.59,1
33.25,2023-08-10 11:16:00,6,341875,3,1709.375,1
33.25,2023-08-10 11:16:00,7,342312,3,1711.56,1
33.25,2023-08-10 11:16:00,8,28718,3,143.59,1
33.25,2023-08-10 11:16:00,9,328531,3,1642.655,1
33.25,2023-08-10 11:16:00,10,339125,3,1695.625,1
33.25,2023-08-10 11:16:00,11,336000,3,1680,1
33.25,2023-08-10 11:16:00,12,332218,3,1661.09,1
33.25,2023-08-10 11:17:00,1,338968,3,1694.84,1
33.25,2023-08-10 11:17:00,2,348406,3,1742.03,1
33.25,2023-08-10 11:17:00,3,63468,3,317.34,1
33.25,2023-08-10 11:17:00,4,49906,3,249.53,1
33.25,2023-08-10 11:17:00,5,333843,3,1669.215,1
33.25,2023-08-10 11:17:00,6,342031,3,1710.155,1
33.25,2023-08-10 11:17:00,7,342750,3,1713.75,1
33.25,2023-08-10 11:17:00,8,28812,3,144.06,1
33.25,2023-08-10 11:17:00,9,329125,3,1645.625,1
33.25,2023-08-10 11:17:00,10,339437,3,1697.185,1
33.25,2023-08-10 11:17:00,11,336375,3,1681.875,1
33.25,2023-08-10 11:17:00,12,329937,3,1649.685,1
33.25,2023-08-10 11:18:00,1,338218,3,1691.09,1
33.25,2023-08-10 11:18:00,2,348468,3,1742.34,1
33.25,2023-08-10 11:18:00,3,51125,3,255.625,1
33.25,2023-08-10 11:18:00,4,40281,3,201.405,1
33.25,2023-08-10 11:18:00,5,334125,3,1670.625,1
33.25,2023-08-10 11:18:00,6,341593,3,1707.965,1
33.25,2023-08-10 11:18:00,7,342125,3,1710.625,1
33.25,2023-08-10 11:18:00,8,29000,3,145,1
33.25,2023-08-10 11:18:00,9,328375,3,1641.875,1
33.25,2023-08-10 11:18:00,10,339250,3,1696.25,1
33.25,2023-08-10 11:18:00,11,336000,3,1680,1
33.25,2023-08-10 11:18:00,12,331687,3,1658.435,1
33.25,2023-08-10 11:19:00,1,338562,3,1692.81,1
33.25,2023-08-10 11:19:00,2,347968,3,1739.84,1
33.25,2023-08-10 11:19:00,3,59843,3,299.215,1
33.25,2023-08-10 11:19:00,4,31375,3,156.875,1
33.25,2023-08-10 11:19:00,5,334031,3,1670.155,1
33.25,2023-08-10 11:19:00,6,341718,3,1708.59,1
33.25,2023-08-10 11:19:00,7,342562,3,1712.81,1
33.25,2023-08-10 11:19:00,8,29093,3,145.465,1
33.25,2023-08-10 11:19:00,9,329375,3,1646.875,1
33.25,2023-08-10 11:19:00,10,339812,3,1699.06,1
33.25,2023-08-10 11:19:00,11,336593,3,1682.965,1
33.25,2023-08-10 11:19:00,12,331531,3,1657.655,1
33.25,2023-08-10 11:20:00,1,338781,3,1693.905,1
33.25,2023-08-10 11:20:00,2,348343,3,1741.715,1
33.25,2023-08-10 11:20:00,3,37656,3,188.28,1
33.25,2023-08-10 11:20:00,4,43375,3,216.875,1
33.25,2023-08-10 11:20:00,5,333875,3,1669.375,1
33.25,2023-08-10 11:20:00,6,341843,3,1709.215,1
33.25,2023-08-10 11:20:00,7,342625,3,1713.125,1
33.25,2023-08-10 11:20:00,8,29156,3,145.78,1
33.25,2023-08-10 11:20:00,9,329156,3,1645.78,1
33.25,2023-08-10 11:20:00,10,339312,3,1696.56,1
33.25,2023-08-10 11:20:00,11,336093,3,1680.465,1
33.25,2023-08-10 11:20:00,12,331343,3,1656.715,1
33.25,2023-08-10 11:21:00,1,338843,3,1694.215,1
33.25,2023-08-10 11:21:00,2,347375,3,1736.875,1
33.25,2023-08-10 11:21:00,3,84718,3,423.59,1
33.25,2023-08-10 11:21:00,4,29968,3,149.84,1
33.25,2023-08-10 11:21:00,5,334312,3,1671.56,1
33.25,2023-08-10 11:21:00,6,342437,3,1712.185,1
33.25,2023-08-10 11:21:00,7,342468,3,1712.34,1
33.25,2023-08-10 11:21:00,8,29343,3,146.715,1
33.25,2023-08-10 11:21:00,9,329906,3,1649.53,1
33.25,2023-08-10 11:21:00,10,339312,3,1696.56,1
33.25,2023-08-10 11:21:00,11,336500,3,1682.5,1
33.25,2023-08-10 11:21:00,12,331406,3,1657.03,1
33.25,2023-08-10 11:22:00,1,339187,3,1695.935,1
33.25,2023-08-10 11:22:00,2,349187,3,1745.935,1
33.25,2023-08-10 11:22:00,3,32937,3,164.685,1
33.25,2023-08-10 11:22:00,4,31937,3,159.685,1
33.25,2023-08-10 11:22:00,5,334781,3,1673.905,1
33.25,2023-08-10 11:22:00,6,342250,3,1711.25,1
33.25,2023-08-10 11:22:00,7,166593,3,832.965,1
33.25,2023-08-10 11:22:00,8,29656,3,148.28,1
33.25,2023-08-10 11:22:00,9,329500,3,1647.5,1
33.25,2023-08-10 11:22:00,10,339562,3,1697.81,1
33.25,2023-08-10 11:22:00,11,336437,3,1682.185,1
33.25,2023-08-10 11:22:00,12,330968,3,1654.84,1
33.5,2023-08-10 11:23:00,1,338937,3,1694.685,1
33.5,2023-08-10 11:23:00,2,349000,3,1745,1
33.5,2023-08-10 11:23:00,3,45781,3,228.905,1
33.5,2023-08-10 11:23:00,4,44156,3,220.78,1
33.5,2023-08-10 11:23:00,5,333750,3,1668.75,1
33.5,2023-08-10 11:23:00,6,341656,3,1708.28,1
33.5,2023-08-10 11:23:00,7,342718,3,1713.59,1
33.5,2023-08-10 11:23:00,8,29625,3,148.125,1
33.5,2023-08-10 11:23:00,9,329218,3,1646.09,1
33.5,2023-08-10 11:23:00,10,339375,3,1696.875,1
33.5,2023-08-10 11:23:00,11,335656,3,1678.28,1
33.5,2023-08-10 11:23:00,12,329687,3,1648.435,1
33.5,2023-08-10 11:24:00,1,339500,3,1697.5,1
33.5,2023-08-10 11:24:00,2,349125,3,1745.625,1
