sensor_temp_c,time_utc,channel,par_uV,logger,par_umolm2s,structure
30.75,2023-08-10 15:14:00,7,179875,1,899.375,2
30.75,2023-08-10 15:14:00,8,65125,1,325.625,2
30.75,2023-08-10 15:14:00,9,207968,1,1039.84,2
30.75,2023-08-10 15:14:00,10,206937,1,1034.685,2
30.75,2023-08-10 15:14:00,11,197812,1,989.06,2
30.75,2023-08-10 15:14:00,12,66562,1,332.81,2
30.75,2023-08-10 15:15:00,1,210875,1,1054.375,2
30.75,2023-08-10 15:15:00,2,196093,1,980.465,2
30.75,2023-08-10 15:15:00,3,195593,1,977.965,2
30.75,2023-08-10 15:15:00,4,37562,1,187.81,2
30.75,2023-08-10 15:15:00,5,198156,1,990.78,2
30.75,2023-08-10 15:15:00,6,203531,1,1017.655,2
30.75,2023-08-10 15:15:00,7,196531,1,982.655,2
30.75,2023-08-10 15:15:00,8,49593,1,247.965,2
30.75,2023-08-10 15:15:00,9,200218,1,1001.09,2
30.75,2023-08-10 15:15:00,10,198968,1,994.84,2
30.75,2023-08-10 15:15:00,11,190062,1,950.31,2
30.75,2023-08-10 15:15:00,12,52750,1,263.75,2
33,2023-08-10 10:10:30,1,311062,2,1555.31,1
33,2023-08-10 10:10:30,2,318718,2,1593.59,1
33,2023-08-10 10:10:30,3,320687,2,1603.435,1
33,2023-08-10 10:10:30,4,323156,2,1615.78,1
33,2023-08-10 10:10:30,5,312093,2,1560.465,1
33,2023-08-10 10:10:30,6,309218,2,1546.09,1
33,2023-08-10 10:10:30,7,309531,2,1547.655,1
33,2023-08-10 10:10:30,8,311968,2,1559.84,1
33,2023-08-10 10:10:30,9,320875,2,1604.375,1
33,2023-08-10 10:10:30,10,308312,2,1541.56,1
33,2023-08-10 10:10:30,11,309875,2,1549.375,1
33,2023-08-10 10:10:30,12,320843,2,1604.215,1
33,2023-08-10 10:11:30,1,311093,2,1555.465,1
33,2023-08-10 10:11:30,2,318718,2,1593.59,1
33,2023-08-10 10:11:30,3,321187,2,1605.935,1
33,2023-08-10 10:11:30,4,323343,2,1616.715,1
33,2023-08-10 10:11:30,5,312343,2,1561.715,1
33,2023-08-10 10:11:30,6,309218,2,1546.09,1
33,2023-08-10 10:11:30,7,309875,2,1549.375,1
33,2023-08-10 10:11:30,8,312406,2,1562.03,1
33,2023-08-10 10:11:30,9,320812,2,1604.06,1
33,2023-08-10 10:11:30,10,309093,2,1545.465,1
33,2023-08-10 10:11:30,11,310437,2,1552.185,1
33,2023-08-10 10:11:30,12,320812,2,1604.06,1
33.25,2023-08-10 10:12:30,1,311343,2,1556.715,1
33.25,2023-08-10 10:12:30,2,319156,2,1595.78,1
33.25,2023-08-10 10:12:30,3,321375,2,1606.875,1
33.25,2023-08-10 10:12:30,4,323718,2,1618.59,1
33.25,2023-08-10 10:12:30,5,312718,2,1563.59,1
33.25,2023-08-10 10:12:30,6,309656,2,1548.28,1
33.25,2023-08-10 10:12:30,7,310562,2,1552.81,1
33.25,2023-08-10 10:12:30,8,313312,2,1566.56,1
33.25,2023-08-10 10:12:30,9,321406,2,1607.03,1
33.25,2023-08-10 10:12:30,10,309812,2,1549.06,1
33.25,2023-08-10 10:12:30,11,310281,2,1551.405,1
33.25,2023-08-10 10:12:30,12,321718,2,1608.59,1
33.25,2023-08-10 10:13:30,1,312156,2,1560.78,1
33.25,2023-08-10 10:13:30,2,319343,2,1596.715,1
33.25,2023-08-10 10:13:30,3,321593,2,1607.965,1
33.25,2023-08-10 10:13:30,4,324156,2,1620.78,1
33.25,2023-08-10 10:13:30,5,313406,2,1567.03,1
33.25,2023-08-10 10:13:30,6,310281,2,1551.405,1
33.25,2023-08-10 10:13:30,7,310875,2,1554.375,1
33.25,2023-08-10 10:13:30,8,313593,2,1567.965,1
33.25,2023-08-10 10:13:30,9,321656,2,1608.28,1
33.25,2023-08-10 10:13:30,10,309812,2,1549.06,1
33.25,2023-08-10 10:13:30,11,311125,2,1555.625,1
33.25,2023-08-10 10:13:30,12,322000,2,1610,1
33.25,2023-08-10 10:14:30,1,312593,2,1562.965,1
33.25,2023-08-10 10:14:30,2,319562,2,1597.81,1
33.25,2023-08-10 10:14:30,3,321875,2,1609.375,1
33.25,2023-08-10 10:14:30,4,324437,2,1622.185,1
33.25,2023-08-10 10:14:30,5,314000,2,1570,1
33.25,2023-08-10 10:14:30,6,310406,2,1552.03,1
33.25,2023-08-10 10:14:30,7,310593,2,1552.965,1
33.25,2023-08-10 10:14:30,8,313500,2,1567.5,1
33.25,2023-08-10 10:14:30,9,322031,2,1610.155,1
33.25,2023-08-10 10:14:30,10,310531,2,1552.655,1
33.25,2023-08-10 10:14:30,11,311812,2,1559.06,1
33.25,2023-08-10 10:14:30,12,322281,2,1611.405,1
33.5,2023-08-10 10:15:30,1,313062,2,1565.31,1
33.5,2023-08-10 10:15:30,2,320375,2,1601.875,1
33.5,2023-08-10 10:15:30,3,322218,2,1611.09,1
33.5,2023-08-10 10:15:30,4,324718,2,1623.59,1
33.5,2023-08-10 10:15:30,5,314343,2,1571.715,1
33.5,2023-08-10 10:15:30,6,310750,2,1553.75,1
33.5,2023-08-10 10:15:30,7,311312,2,1556.56,1
33.5,2023-08-10 10:15:30,8,313718,2,1568.59,1
33.5,2023-08-10 10:15:30,9,322500,2,1612.5,1
33.5,2023-08-10 10:15:30,10,310281,2,1551.405,1
33.5,2023-08-10 10:15:30,11,311531,2,1557.655,1
33.5,2023-08-10 10:15:30,12,322937,2,1614.685,1
33.5,2023-08-10 10:16:30,1,313781,2,1568.905,1
33.5,2023-08-10 10:16:30,2,321187,2,1605.935,1
33.5,2023-08-10 10:16:30,3,323000,2,1615,1
33.5,2023-08-10 10:16:30,4,325218,2,1626.09,1
33.5,2023-08-10 10:16:30,5,314593,2,1572.965,1
33.5,2023-08-10 10:16:30,6,311000,2,1555,1
33.5,2023-08-10 10:16:30,7,312281,2,1561.405,1
33.5,2023-08-10 10:16:30,8,315031,2,1575.155,1
33.5,2023-08-10 10:16:30,9,322968,2,1614.84,1
33.5,2023-08-10 10:16:30,10,311093,2,1555.465,1
33.5,2023-08-10 10:16:30,11,312687,2,1563.435,1
33.5,2023-08-10 10:16:30,12,322750,2,1613.75,1
33.5,2023-08-10 10:17:30,1,313906,2,1569.53,1
33.5,2023-08-10 10:17:30,2,321218,2,1606.09,1
33.5,2023-08-10 10:17:30,3,323562,2,1617.81,1
33.5,2023-08-10 10:17:30,4,325625,2,1628.125,1
33.5,2023-08-10 10:17:30,5,315218,2,1576.09,1
33.5,2023-08-10 10:17:30,6,312218,2,1561.09,1
33.5,2023-08-10 10:17:30,7,312500,2,1562.5,1
33.5,2023-08-10 10:17:30,8,315500,2,1577.5,1
33.5,2023-08-10 10:17:30,9,323718,2,1618.59,1
33.5,2023-08-10 10:17:30,10,311843,2,1559.215,1
33.5,2023-08-10 10:17:30,11,312625,2,1563.125,1
33.5,2023-08-10 10:17:30,12,323687,2,1618.435,1
33.75,2023-08-10 10:18:30,1,314500,2,1572.5,1
33.75,2023-08-10 10:18:30,2,321906,2,1609.53,1
33.75,2023-08-10 10:18:30,3,324156,2,1620.78,1
33.75,2023-08-10 10:18:30,4,325937,2,1629.685,1
33.75,2023-08-10 10:18:30,5,315312,2,1576.56,1
33.75,2023-08-10 10:18:30,6,312750,2,1563.75,1
33.75,2023-08-10 10:18:30,7,313000,2,1565,1
33.75,2023-08-10 10:18:30,8,315906,2,1579.53,1
33.75,2023-08-10 10:18:30,9,323687,2,1618.435,1
33.75,2023-08-10 10:18:30,10,312062,2,1560.31,1
33.75,2023-08-10 10:18:30,11,313250,2,1566.25,1
33.75,2023-08-10 10:18:30,12,323968,2,1619.84,1
33.75,2023-08-10 10:19:30,1,314812,2,1574.06,1
33.75,2023-08-10 10:19:30,2,322031,2,1610.155,1
33.75,2023-08-10 10:19:30,3,324343,2,1621.715,1
33.75,2023-08-10 10:19:30,4,326687,2,1633.435,1
33.75,2023-08-10 10:19:30,5,316250,2,1581.25,1
33.75,2023-08-10 10:19:30,6,312812,2,1564.06,1
33.75,2023-08-10 10:19:30,7,313468,2,1567.34,1
33.75,2023-08-10 10:19:30,8,316156,2,1580.78,1
33.75,2023-08-10 10:19:30,9,324156,2,1620.78,1
33.75,2023-08-10 10:19:30,10,312500,2,1562.5,1
33.75,2023-08-10 10:19:30,11,313812,2,1569.06,1
33.75,2023-08-10 10:19:30,12,323437,2,1617.185,1
33.75,2023-08-10 10:20:30,1,314906,2,1574.53,1
33.75,2023-08-10 10:20:30,2,322156,2,1610.78,1
33.75,2023-08-10 10:20:30,3,324312,2,1621.56,1
33.75,2023-08-10 10:20:30,4,326500,2,1632.5,1
33.75,2023-08-10 10:20:30,5,316437,2,1582.185,1
33.75,2023-08-10 10:20:30,6,312843,2,1564.215,1
33.75,2023-08-10 10:20:30,7,313031,2,1565.155,1
33.75,2023-08-10 10:20:30,8,316218,2,1581.09,1
33.75,2023-08-10 10:20:30,9,324031,2,1620.155,1
33.75,2023-08-10 10:20:30,10,312281,2,1561.405,1
33.75,2023-08-10 10:20:30,11,313250,2,1566.25,1
33.75,2023-08-10 10:20:30,12,324531,2,1622.655,1
33.75,2023-08-10 10:21:30,1,316250,2,1581.25,1
33.75,2023-08-10 10:21:30,2,323000,2,1615,1
33.75,2023-08-10 10:21:30,3,324812,2,1624.06,1
33.75,2023-08-10 10:21:30,4,326281,2,1631.405,1
33.75,2023-08-10 10:21:30,5,317000,2,1585,1
33.75,2023-08-10 10:21:30,6,313968,2,1569.84,1
33.75,2023-08-10 10:21:30,7,313656,2,1568.28,1
33.75,2023-08-10 10:21:30,8,317031,2,1585.155,1
33.75,2023-08-10 10:21:30,9,324812,2,1624.06,1
33.75,2023-08-10 10:21:30,10,313312,2,1566.56,1
33.75,2023-08-10 10:21:30,11,313968,2,1569.84,1
33.75,2023-08-10 10:21:30,12,324562,2,1622.81,1
34,2023-08-10 10:22:30,1,316781,2,1583.905,1
34,2023-08-10 10:22:30,2,323562,2,1617.81,1
34,2023-08-10 10:22:30,3,325562,2,1627.81,1
34,2023-08-10 10:22:30,4,327156,2,1635.78,1
34,2023-08-10 10:22:30,5,317406,2,1587.03,1
34,2023-08-10 10:22:30,6,314187,2,1570.935,1
34,2023-08-10 10:22:30,7,314062,2,1570.31,1
34,2023-08-10 10:22:30,8,317281,2,1586.405,1
34,2023-08-10 10:22:30,9,325718,2,1628.59,1
34,2023-08-10 10:22:30,10,313375,2,1566.875,1
34,2023-08-10 10:22:30,11,314531,2,1572.655,1
34,2023-08-10 10:22:30,12,325312,2,1626.56,1
34,2023-08-10 10:23:30,1,315718,2,1578.59,1
34,2023-08-10 10:23:30,2,322593,2,1612.965,1
34,2023-08-10 10:23:30,3,324718,2,1623.59,1
34,2023-08-10 10:23:30,4,326687,2,1633.435,1
34,2023-08-10 10:23:30,5,317093,2,1585.465,1
34,2023-08-10 10:23:30,6,314031,2,1570.155,1
34,2023-08-10 10:23:30,7,314000,2,1570,1
34,2023-08-10 10:23:30,8,316843,2,1584.215,1
34,2023-08-10 10:23:30,9,324937,2,1624.685,1
34,2023-08-10 10:23:30,10,313531,2,1567.655,1
34,2023-08-10 10:23:30,11,313593,2,1567.965,1
34,2023-08-10 10:23:30,12,324562,2,1622.81,1
34,2023-08-10 10:24:30,1,316343,2,1581.715,1
34,2023-08-10 10:24:30,2,322968,2,1614.84,1
34,2023-08-10 10:24:30,3,325500,2,1627.5,1
34,2023-08-10 10:24:30,4,327250,2,1636.25,1
34,2023-08-10 10:24:30,5,317281,2,1586.405,1
34,2023-08-10 10:24:30,6,314531,2,1572.655,1
34,2023-08-10 10:24:30,7,314593,2,1572.965,1
34,2023-08-10 10:24:30,8,317343,2,1586.715,1
34,2023-08-10 10:24:30,9,324875,2,1624.375,1
34,2023-08-10 10:24:30,10,314187,2,1570.935,1
34,2023-08-10 10:24:30,11,314250,2,1571.25,1
34,2023-08-10 10:24:30,12,318906,2,1594.53,1
34.25,2023-08-10 10:25:30,1,316500,2,1582.5,1
34.25,2023-08-10 10:25:30,2,323187,2,1615.935,1
34.25,2023-08-10 10:25:30,3,325843,2,1629.215,1
34.25,2023-08-10 10:25:30,4,326937,2,1634.685,1
34.25,2023-08-10 10:25:30,5,317656,2,1588.28,1
34.25,2023-08-10 10:25:30,6,315031,2,1575.155,1
34.25,2023-08-10 10:25:30,7,314687,2,1573.435,1
34.25,2023-08-10 10:25:30,8,317437,2,1587.185,1
34.25,2023-08-10 10:25:30,9,325375,2,1626.875,1
34.25,2023-08-10 10:25:30,10,314406,2,1572.03,1
34.25,2023-08-10 10:25:30,11,314562,2,1572.81,1
34.25,2023-08-10 10:25:30,12,324218,2,1621.09,1
34.25,2023-08-10 10:26:30,1,317093,2,1585.465,1
34.25,2023-08-10 10:26:30,2,323718,2,1618.59,1
34.25,2023-08-10 10:26:30,3,326187,2,1630.935,1
34.25,2023-08-10 10:26:30,4,328281,2,1641.405,1
34.25,2023-08-10 10:26:30,5,318531,2,1592.655,1
34.25,2023-08-10 10:26:30,6,315500,2,1577.5,1
34.25,2023-08-10 10:26:30,7,315093,2,1575.465,1
34.25,2023-08-10 10:26:30,8,317593,2,1587.965,1
34.25,2023-08-10 10:26:30,9,326468,2,1632.34,1
34.25,2023-08-10 10:26:30,10,315125,2,1575.625,1
34.25,2023-08-10 10:26:30,11,314937,2,1574.685,1
34.25,2023-08-10 10:26:30,12,321156,2,1605.78,1
34.25,2023-08-10 10:27:30,1,317187,2,1585.935,1
34.25,2023-08-10 10:27:30,2,323812,2,1619.06,1
34.25,2023-08-10 10:27:30,3,326781,2,1633.905,1
34.25,2023-08-10 10:27:30,4,328500,2,1642.5,1
34.25,2023-08-10 10:27:30,5,319156,2,1595.78,1
34.25,2023-08-10 10:27:30,6,315625,2,1578.125,1
34.25,2023-08-10 10:27:30,7,315843,2,1579.215,1
34.25,2023-08-10 10:27:30,8,318500,2,1592.5,1
34.25,2023-08-10 10:27:30,9,325750,2,1628.75,1
34.25,2023-08-10 10:27:30,10,315906,2,1579.53,1
34.25,2023-08-10 10:27:30,11,315812,2,1579.06,1
34.25,2023-08-10 10:27:30,12,320656,2,1603.28,1
34.25,2023-08-10 10:28:30,1,318031,2,1590.155,1
34.25,2023-08-10 10:28:30,2,325281,2,1626.405,1
34.25,2023-08-10 10:28:30,3,327437,2,1637.185,1
34.25,2023-08-10 10:28:30,4,328312,2,1641.56,1
34.25,2023-08-10 10:28:30,5,319531,2,1597.655,1
34.25,2023-08-10 10:28:30,6,315906,2,1579.53,1
34.25,2023-08-10 10:28:30,7,315843,2,1579.215,1
34.25,2023-08-10 10:28:30,8,318468,2,1592.34,1
34.25,2023-08-10 10:28:30,9,325656,2,1628.28,1
34.25,2023-08-10 10:28:30,10,315750,2,1578.75,1
34.25,2023-08-10 10:28:30,11,315687,2,1578.435,1
34.25,2023-08-10 10:28:30,12,325937,2,1629.685,1
34.25,2023-08-10 10:29:30,1,318062,2,1590.31,1
34.25,2023-08-10 10:29:30,2,324562,2,1622.81,1
34.25,2023-08-10 10:29:30,3,326906,2,1634.53,1
34.25,2023-08-10 10:29:30,4,329031,2,1645.155,1
34.25,2023-08-10 10:29:30,5,319250,2,1596.25,1
34.25,2023-08-10 10:29:30,6,316437,2,1582.185,1
34.25,2023-08-10 10:29:30,7,316656,2,1583.28,1
34.25,2023-08-10 10:29:30,8,319000,2,1595,1
34.25,2023-08-10 10:29:30,9,326593,2,1632.965,1
34.25,2023-08-10 10:29:30,10,316187,2,1580.935,1
34.25,2023-08-10 10:29:30,11,315937,2,1579.685,1
34.25,2023-08-10 10:29:30,12,326531,2,1632.655,1
34.25,2023-08-10 10:30:30,1,318093,2,1590.465,1
34.25,2023-08-10 10:30:30,2,324562,2,1622.81,1
34.25,2023-08-10 10:30:30,3,327281,2,1636.405,1
34.25,2023-08-10 10:30:30,4,328500,2,1642.5,1
34.25,2023-08-10 10:30:30,5,319406,2,1597.03,1
34.25,2023-08-10 10:30:30,6,316781,2,1583.905,1
34.25,2023-08-10 10:30:30,7,316656,2,1583.28,1
34.25,2023-08-10 10:30:30,8,318875,2,1594.375,1
34.25,2023-08-10 10:30:30,9,326406,2,1632.03,1
34.25,2023-08-10 10:30:30,10,315843,2,1579.215,1
34.25,2023-08-10 10:30:30,11,316312,2,1581.56,1
34.25,2023-08-10 10:30:30,12,325875,2,1629.375,1
34.25,2023-08-10 10:31:30,1,318562,2,1592.81,1
34.25,2023-08-10 10:31:30,2,324406,2,1622.03,1
34.25,2023-08-10 10:31:30,3,327343,2,1636.715,1
34.25,2023-08-10 10:31:30,4,328781,2,1643.905,1
34.25,2023-08-10 10:31:30,5,319906,2,1599.53,1
34.25,2023-08-10 10:31:30,6,317312,2,1586.56,1
34.25,2023-08-10 10:31:30,7,316843,2,1584.215,1
34.25,2023-08-10 10:31:30,8,319156,2,1595.78,1
34.25,2023-08-10 10:31:30,9,327093,2,1635.465,1
34.25,2023-08-10 10:31:30,10,316250,2,1581.25,1
34.25,2023-08-10 10:31:30,11,315968,2,1579.84,1
34.25,2023-08-10 10:31:30,12,326437,2,1632.185,1
34.25,2023-08-10 10:32:30,1,319156,2,1595.78,1
34.25,2023-08-10 10:32:30,2,325031,2,1625.155,1
34.25,2023-08-10 10:32:30,3,327000,2,1635,1
34.25,2023-08-10 10:32:30,4,328968,2,1644.84,1
34.25,2023-08-10 10:32:30,5,320468,2,1602.34,1
34.25,2023-08-10 10:32:30,6,317343,2,1586.715,1
34.25,2023-08-10 10:32:30,7,317281,2,1586.405,1
34.25,2023-08-10 10:32:30,8,319437,2,1597.185,1
34.25,2023-08-10 10:32:30,9,327406,2,1637.03,1
34.25,2023-08-10 10:32:30,10,317156,2,1585.78,1
34.25,2023-08-10 10:32:30,11,316843,2,1584.215,1
34.25,2023-08-10 10:32:30,12,326968,2,1634.84,1
34.25,2023-08-10 10:33:30,1,319218,2,1596.09,1
34.25,2023-08-10 10:33:30,2,325718,2,1628.59,1
34.25,2023-08-10 10:33:30,3,327968,2,1639.84,1
34.25,2023-08-10 10:33:30,4,329187,2,1645.935,1
34.25,2023-08-10 10:33:30,5,320718,2,1603.59,1
34.25,2023-08-10 10:33:30,6,317812,2,1589.06,1
34.25,2023-08-10 10:33:30,7,317406,2,1587.03,1
34.25,2023-08-10 10:33:30,8,319375,2,1596.875,1
34.25,2023-08-10 10:33:30,9,327812,2,1639.06,1
34.25,2023-08-10 10:33:30,10,317437,2,1587.185,1
34.25,2023-08-10 10:33:30,11,316937,2,1584.685,1
34.25,2023-08-10 10:33:30,12,327156,2,1635.78,1
34.25,2023-08-10 10:34:30,1,319187,2,1595.935,1
34.25,2023-08-10 10:34:30,2,325406,2,1627.03,1
34.25,2023-08-10 10:34:30,3,328500,2,1642.5,1
34.25,2023-08-10 10:34:30,4,329625,2,1648.125,1
34.25,2023-08-10 10:34:30,5,320531,2,1602.655,1
34.25,2023-08-10 10:34:30,6,317562,2,1587.81,1
34.25,2023-08-10 10:34:30,7,317031,2,1585.155,1
34.25,2023-08-10 10:34:30,8,319812,2,1599.06,1
34.25,2023-08-10 10:34:30,9,327687,2,1638.435,1
34.25,2023-08-10 10:34:30,10,317562,2,1587.81,1
34.25,2023-08-10 10:34:30,11,316593,2,1582.965,1
34.25,2023-08-10 10:34:30,12,327343,2,1636.715,1
34.25,2023-08-10 10:35:30,1,320343,2,1601.715,1
34.25,2023-08-10 10:35:30,2,326093,2,1630.465,1
34.25,2023-08-10 10:35:30,3,328937,2,1644.685,1
34.25,2023-08-10 10:35:30,4,329437,2,1647.185,1
34.25,2023-08-10 10:35:30,5,321062,2,1605.31,1
34.25,2023-08-10 10:35:30,6,318531,2,1592.655,1
34.25,2023-08-10 10:35:30,7,317656,2,1588.28,1
34.25,2023-08-10 10:35:30,8,320343,2,1601.715,1
34.25,2023-08-10 10:35:30,9,327937,2,1639.685,1
34.25,2023-08-10 10:35:30,10,318187,2,1590.935,1
34.25,2023-08-10 10:35:30,11,317156,2,1585.78,1
34.25,2023-08-10 10:35:30,12,327375,2,1636.875,1
34.25,2023-08-10 10:36:30,1,320593,2,1602.965,1
34.25,2023-08-10 10:36:30,2,327625,2,1638.125,1
34.25,2023-08-10 10:36:30,3,329812,2,1649.06,1
34.25,2023-08-10 10:36:30,4,330343,2,1651.715,1
34.25,2023-08-10 10:36:30,5,322000,2,1610,1
34.25,2023-08-10 10:36:30,6,318937,2,1594.685,1
34.25,2023-08-10 10:36:30,7,318531,2,1592.655,1
34.25,2023-08-10 10:36:30,8,320406,2,1602.03,1
34.25,2023-08-10 10:36:30,9,328281,2,1641.405,1
34.25,2023-08-10 10:36:30,10,319250,2,1596.25,1
34.25,2023-08-10 10:36:30,11,317781,2,1588.905,1
34.25,2023-08-10 10:36:30,12,328125,2,1640.625,1
34.25,2023-08-10 10:37:30,1,321906,2,1609.53,1
34.25,2023-08-10 10:37:30,2,326906,2,1634.53,1
34.25,2023-08-10 10:37:30,3,330375,2,1651.875,1
34.25,2023-08-10 10:37:30,4,331000,2,1655,1
34.25,2023-08-10 10:37:30,5,322281,2,1611.405,1
34.25,2023-08-10 10:37:30,6,319812,2,1599.06,1
34.25,2023-08-10 10:37:30,7,319031,2,1595.155,1
34.25,2023-08-10 10:37:30,8,321218,2,1606.09,1
34.25,2023-08-10 10:37:30,9,329156,2,1645.78,1
34.25,2023-08-10 10:37:30,10,319250,2,1596.25,1
34.25,2023-08-10 10:37:30,11,317781,2,1588.905,1
34.25,2023-08-10 10:37:30,12,310031,2,1550.155,1
34.25,2023-08-10 10:38:30,1,321531,2,1607.655,1
34.25,2023-08-10 10:38:30,2,327343,2,1636.715,1
34.25,2023-08-10 10:38:30,3,330281,2,1651.405,1
34.25,2023-08-10 10:38:30,4,330937,2,1654.685,1
34.25,2023-08-10 10:38:30,5,322468,2,1612.34,1
34.25,2023-08-10 10:38:30,6,320000,2,1600,1
34.25,2023-08-10 10:38:30,7,319187,2,1595.935,1
34.25,2023-08-10 10:38:30,8,321468,2,1607.34,1
34.25,2023-08-10 10:38:30,9,329031,2,1645.155,1
34.25,2023-08-10 10:38:30,10,319625,2,1598.125,1
34.25,2023-08-10 10:38:30,11,318656,2,1593.28,1
34.25,2023-08-10 10:38:30,12,290281,2,1451.405,1
34.25,2023-08-10 10:39:30,1,322312,2,1611.56,1
34.25,2023-08-10 10:39:30,2,327500,2,1637.5,1
34.25,2023-08-10 10:39:30,3,330312,2,1651.56,1
34.25,2023-08-10 10:39:30,4,330343,2,1651.715,1
34.25,2023-08-10 10:39:30,5,322406,2,1612.03,1
34.25,2023-08-10 10:39:30,6,320156,2,1600.78,1
34.25,2023-08-10 10:39:30,7,319531,2,1597.655,1
34.25,2023-08-10 10:39:30,8,321625,2,1608.125,1
34.25,2023-08-10 10:39:30,9,329500,2,1647.5,1
34.25,2023-08-10 10:39:30,10,319718,2,1598.59,1
34.25,2023-08-10 10:39:30,11,318500,2,1592.5,1
34.25,2023-08-10 10:39:30,12,320781,2,1603.905,1
34.25,2023-08-10 10:40:30,1,321875,2,1609.375,1
34.25,2023-08-10 10:40:30,2,325031,2,1625.155,1
34.25,2023-08-10 10:40:30,3,330906,2,1654.53,1
34.25,2023-08-10 10:40:30,4,331312,2,1656.56,1
34.25,2023-08-10 10:40:30,5,323062,2,1615.31,1
34.25,2023-08-10 10:40:30,6,320218,2,1601.09,1
34.25,2023-08-10 10:40:30,7,319843,2,1599.215,1
34.25,2023-08-10 10:40:30,8,322031,2,1610.155,1
34.25,2023-08-10 10:40:30,9,329437,2,1647.185,1
34.25,2023-08-10 10:40:30,10,320156,2,1600.78,1
34.25,2023-08-10 10:40:30,11,319093,2,1595.465,1
34.25,2023-08-10 10:40:30,12,292437,2,1462.185,1
34.25,2023-08-10 10:41:30,1,322437,2,1612.185,1
34.25,2023-08-10 10:41:30,2,327500,2,1637.5,1
34.25,2023-08-10 10:41:30,3,330625,2,1653.125,1
34.25,2023-08-10 10:41:30,4,331031,2,1655.155,1
34.25,2023-08-10 10:41:30,5,323468,2,1617.34,1
34.25,2023-08-10 10:41:30,6,320468,2,1602.34,1
34.25,2023-08-10 10:41:30,7,320093,2,1600.465,1
34.25,2023-08-10 10:41:30,8,321875,2,1609.375,1
34.25,2023-08-10 10:41:30,9,330031,2,1650.155,1
34.25,2023-08-10 10:41:30,10,320562,2,1602.81,1
34.25,2023-08-10 10:41:30,11,318812,2,1594.06,1
34.25,2023-08-10 10:41:30,12,329187,2,1645.935,1
34.25,2023-08-10 10:42:30,1,322750,2,1613.75,1
34.25,2023-08-10 10:42:30,2,328281,2,1641.405,1
34.25,2023-08-10 10:42:30,3,331125,2,1655.625,1
34.25,2023-08-10 10:42:30,4,331843,2,1659.215,1
34.25,2023-08-10 10:42:30,5,323843,2,1619.215,1
34.25,2023-08-10 10:42:30,6,321187,2,1605.935,1
34.25,2023-08-10 10:42:30,7,319906,2,1599.53,1
34.25,2023-08-10 10:42:30,8,322312,2,1611.56,1
34.25,2023-08-10 10:42:30,9,329812,2,1649.06,1
34.25,2023-08-10 10:42:30,10,320718,2,1603.59,1
34.25,2023-08-10 10:42:30,11,319562,2,1597.81,1
34.25,2023-08-10 10:42:30,12,329343,2,1646.715,1
34.25,2023-08-10 10:43:30,1,323656,2,1618.28,1
34.25,2023-08-10 10:43:30,2,328906,2,1644.53,1
34.25,2023-08-10 10:43:30,3,331593,2,1657.965,1
34.25,2023-08-10 10:43:30,4,332031,2,1660.155,1
34.25,2023-08-10 10:43:30,5,324406,2,1622.03,1
34.25,2023-08-10 10:43:30,6,321656,2,1608.28,1
34.25,2023-08-10 10:43:30,7,320843,2,1604.215,1
34.25,2023-08-10 10:43:30,8,322875,2,1614.375,1
34.25,2023-08-10 10:43:30,9,330406,2,1652.03,1
34.25,2023-08-10 10:43:30,10,321187,2,1605.935,1
34.25,2023-08-10 10:43:30,11,319531,2,1597.655,1
34.25,2023-08-10 10:43:30,12,312875,2,1564.375,1
34.25,2023-08-10 10:44:30,1,323781,2,1618.905,1
34.25,2023-08-10 10:44:30,2,328843,2,1644.215,1
34.25,2023-08-10 10:44:30,3,331718,2,1658.59,1
34.25,2023-08-10 10:44:30,4,332468,2,1662.34,1
34.25,2023-08-10 10:44:30,5,324593,2,1622.965,1
34.25,2023-08-10 10:44:30,6,321875,2,1609.375,1
34.25,2023-08-10 10:44:30,7,321031,2,1605.155,1
34.25,2023-08-10 10:44:30,8,323062,2,1615.31,1
34.25,2023-08-10 10:44:30,9,330281,2,1651.405,1
34.25,2023-08-10 10:44:30,10,321000,2,1605,1
34.25,2023-08-10 10:44:30,11,319906,2,1599.53,1
34.25,2023-08-10 10:44:30,12,302000,2,1510,1
34.25,2023-08-10 10:45:30,1,323781,2,1618.905,1
34.25,2023-08-10 10:45:30,2,328843,2,1644.215,1
34.25,2023-08-10 10:45:30,3,332031,2,1660.155,1
34.25,2023-08-10 10:45:30,4,332062,2,1660.31,1
34.25,2023-08-10 10:45:30,5,324781,2,1623.905,1
34.25,2023-08-10 10:45:30,6,322000,2,1610,1
34.25,2023-08-10 10:45:30,7,321250,2,1606.25,1
34.25,2023-08-10 10:45:30,8,323250,2,1616.25,1
34.25,2023-08-10 10:45:30,9,330687,2,1653.435,1
34.25,2023-08-10 10:45:30,10,321843,2,1609.215,1
34.25,2023-08-10 10:45:30,11,320343,2,1601.715,1
34.25,2023-08-10 10:45:30,12,269187,2,1345.935,1
34.25,2023-08-10 10:46:30,1,324156,2,1620.78,1
34.25,2023-08-10 10:46:30,2,329343,2,1646.715,1
34.25,2023-08-10 10:46:30,3,332468,2,1662.34,1
34.25,2023-08-10 10:46:30,4,332750,2,1663.75,1
34.25,2023-08-10 10:46:30,5,325343,2,1626.715,1
